GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,lats,longs,MissingLoc
2198,250000,60,RL,84.0,14260,Pave,,IR1,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,350.0,Gd,TA,PConc,Gd,TA,Av,GLQ,655.0,Unf,0.0,490.0,1145.0,GasA,Ex,Y,SBrkr,1145,1053,0,1.0,0.0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,2000.0,RFn,3.0,836.0,TA,TA,Y,192,84,0,0,0,0,,,,0,12,2008,WD ,Normal,42.05576197061274,-93.65329081799592,0
1357,177000,80,RL,124.0,11512,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,7,1959,2006,Gable,CompShg,Plywood,Plywood,BrkFace,84.0,TA,TA,CBlock,TA,TA,Av,ALQ,719.0,Unf,0.0,300.0,1019.0,GasA,Gd,Y,SBrkr,1357,0,0,1.0,0.0,1,0,2,1,Ex,5,Typ,1,Gd,Basment,1959.0,RFn,1.0,312.0,TA,TA,Y,0,0,0,0,163,0,,GdPrv,,0,5,2008,WD ,Normal,42.02677862546519,-93.6660558689138,0
864,127000,20,RL,60.0,7200,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1972,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,671.0,Unf,0.0,193.0,864.0,GasA,Gd,Y,SBrkr,864,0,0,1.0,0.0,1,0,3,1,Ex,5,Typ,0,,Detchd,1977.0,Fin,2.0,576.0,Gd,Ex,Y,155,0,0,0,0,0,,,,0,9,2007,WD ,Normal,42.0208016,-93.68312297142856,0
1020,165000,80,RL,65.0,14149,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,8,1964,2001,Hip,CompShg,HdBoard,HdBoard,BrkFace,50.0,Gd,Gd,CBlock,TA,TA,Gd,LwQ,68.0,BLQ,722.0,190.0,980.0,GasA,TA,Y,SBrkr,1020,0,0,0.0,1.0,2,0,3,1,TA,5,Typ,1,Po,Detchd,1970.0,Unf,2.0,528.0,TA,TA,Y,0,0,0,0,0,0,,,,0,5,2007,WD ,Normal,42.03318047568215,-93.6745246509813,0
2263,287000,60,RL,67.74074235266342,9240,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,396.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1055.0,1055.0,GasA,Ex,Y,SBrkr,1055,1208,0,0.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,BuiltIn,2001.0,Fin,2.0,905.0,TA,TA,Y,0,45,0,0,189,0,,,,0,9,2008,WD ,Normal,42.01766371428572,-93.6856040408163,0
2365,337000,60,RL,82.0,9430,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,673.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,1163.0,Unf,0.0,89.0,1252.0,GasA,Ex,Y,SBrkr,1268,1097,0,1.0,0.0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,1999.0,RFn,3.0,856.0,TA,TA,Y,0,128,0,0,180,0,,,,0,7,2009,WD ,Normal,42.05379760477604,-93.65448720349737,0
1685,253000,20,FV,100.0,11824,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,298.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1685.0,1685.0,GasA,Ex,Y,SBrkr,1685,0,0,0.0,0.0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2006.0,Fin,3.0,658.0,TA,TA,Y,112,63,0,0,0,0,,,,0,4,2007,WD ,Normal,42.05211211938322,-93.64081258920635,0
1040,136000,20,RL,68.0,7942,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,85.0,ALQ,955.0,0.0,1040.0,GasA,TA,Y,FuseF,1040,0,0,0.0,1.0,1,0,3,1,TA,6,Typ,0,,Attchd,1953.0,Fin,1.0,293.0,TA,TA,Y,0,0,0,0,0,0,,MnPrv,,0,6,2007,WD ,Normal,42.039626,-93.61839499999999,0
1302,200000,120,RL,34.0,3903,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,182.0,Gd,TA,PConc,Gd,TA,Av,ALQ,1030.0,Unf,0.0,272.0,1302.0,GasA,Ex,Y,SBrkr,1302,0,0,1.0,0.0,1,1,1,1,Gd,5,Typ,1,Gd,Attchd,2005.0,RFn,2.0,631.0,TA,TA,Y,110,50,0,0,0,0,,,,0,5,2007,WD ,Normal,42.05922767469544,-93.64943924872458,0
2634,200000,90,RL,91.0,11643,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,Duplex,2Story,5,5,1969,1969,Gable,CompShg,MetalSd,MetalSd,BrkFace,368.0,TA,TA,CBlock,TA,TA,No,LwQ,500.0,Unf,0.0,748.0,1248.0,GasA,TA,Y,SBrkr,1338,1296,0,1.0,1.0,2,2,6,2,TA,12,Typ,0,,Detchd,1969.0,Unf,4.0,968.0,TA,TA,Y,0,0,0,0,0,0,,,,0,8,2009,WD ,Normal,42.04122489445505,-93.610614,0
1176,134900,50,RM,50.0,6000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,9,1937,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,698.0,698.0,GasA,TA,Y,SBrkr,786,390,0,0.0,0.0,1,0,2,1,TA,4,Typ,0,,Detchd,1999.0,Unf,2.0,624.0,TA,TA,N,210,0,0,0,0,0,,,,0,7,2009,WD ,Normal,42.03367444897959,-93.62453530612244,0
572,75000,30,C (all),60.0,10200,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,6,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,572.0,572.0,GasA,Fa,N,FuseP,572,0,0,0.0,0.0,1,0,2,1,TA,4,Typ,0,,Detchd,1940.0,Unf,1.0,200.0,TA,TA,N,0,0,72,0,0,0,,,,0,5,2009,WD ,Normal,42.01992066105976,-93.61542733620077,0
1873,207000,60,RL,67.16308091326543,8883,Pave,,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,360.0,Gd,TA,PConc,Gd,TA,No,GLQ,608.0,LwQ,321.0,0.0,929.0,GasA,Ex,Y,SBrkr,946,927,0,1.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1988.0,RFn,2.0,619.0,TA,TA,Y,108,48,0,0,144,0,,GdPrv,,0,5,2007,WD ,Normal,42.02970564088348,-93.6849454248906,0
1466,149900,20,RL,134.0,17755,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,4,1959,1959,Gable,CompShg,HdBoard,Plywood,BrkFace,132.0,TA,TA,CBlock,TA,TA,No,BLQ,176.0,Unf,0.0,1290.0,1466.0,GasA,TA,Y,SBrkr,1466,0,0,0.0,0.0,1,1,3,1,Fa,6,Typ,2,Gd,Attchd,1959.0,Fin,2.0,528.0,TA,TA,Y,0,140,0,0,100,0,,,,0,11,2006,WD ,Normal,42.02090942424242,-93.67640175757576,0
1040,87500,90,RL,66.61454526072785,8544,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,1949,1950,Gable,CompShg,Stucco,Stucco,BrkFace,340.0,TA,TA,Slab,,,,,0.0,,0.0,0.0,0.0,Wall,Fa,N,FuseA,1040,0,0,0.0,0.0,2,0,2,2,TA,6,Typ,0,,Detchd,1949.0,Unf,2.0,400.0,TA,TA,Y,0,0,0,0,0,0,,,,0,5,2006,WD ,Normal,42.029367772535345,-93.651464136116,1
1755,188000,50,RL,110.0,7810,Pave,,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,4,6,1930,2003,Gable,CompShg,AsbShng,CmentBd,None,0.0,TA,Gd,BrkTil,TA,Gd,No,GLQ,189.0,Unf,0.0,741.0,930.0,GasA,Ex,Y,SBrkr,1230,525,0,0.0,0.0,2,0,4,1,Gd,7,Typ,1,TA,Detchd,1930.0,Unf,1.0,231.0,Fa,TA,Y,0,40,0,0,0,0,,,,0,11,2007,WD ,Normal,42.018848319180094,-93.64232664770807,0
1986,213000,60,RL,66.37506656876454,8396,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,196.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,847.0,847.0,GasA,Ex,Y,SBrkr,847,1139,0,0.0,0.0,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2003.0,Fin,2.0,434.0,TA,TA,Y,120,48,0,0,0,0,,,,0,5,2008,WD ,Normal,42.060839924302776,-93.64039014736542,0
1114,153000,20,RL,60.0,12450,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,5,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,836.0,Unf,0.0,278.0,1114.0,GasA,Ex,Y,SBrkr,1114,0,0,1.0,0.0,2,0,3,1,Gd,6,Typ,0,,Detchd,2004.0,Unf,2.0,576.0,TA,TA,Y,0,42,0,0,0,0,,,,0,6,2009,WD ,Normal,42.03779023299646,-93.69052701683279,0
985,149900,80,RL,65.0,8385,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,SLvl,5,8,1977,1977,Gable,CompShg,HdBoard,HdBoard,BrkFace,220.0,Gd,TA,CBlock,Gd,Gd,Av,GLQ,595.0,Unf,0.0,390.0,985.0,GasA,TA,Y,SBrkr,985,0,0,0.0,0.0,2,0,3,1,TA,6,Typ,0,,Attchd,1977.0,Unf,1.0,328.0,TA,TA,Y,210,0,0,0,0,0,,,,0,11,2008,WD ,Normal,42.02122648824435,-93.68688367985105,0
2500,355000,60,RL,101.0,13543,Pave,,IR1,HLS,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,130.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,16.0,Unf,0.0,1152.0,1168.0,GasA,Ex,Y,SBrkr,1168,1332,0,0.0,0.0,3,1,5,1,Ex,9,Typ,1,Gd,BuiltIn,2005.0,Fin,3.0,683.0,TA,TA,Y,192,32,0,0,0,0,,,,0,7,2008,WD ,Normal,42.0615751,-93.6291384384083,0
1022,85000,30,RM,60.0,7200,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,4,1910,2006,Hip,CompShg,MetalSd,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,247.0,Rec,465.0,310.0,1022.0,GasW,TA,N,SBrkr,1022,0,0,1.0,0.0,1,0,2,1,TA,4,Maj2,0,,Detchd,1956.0,Unf,1.0,280.0,TA,TA,Y,0,30,226,0,0,0,,,,0,6,2009,WD ,Normal,42.028083367346944,-93.60842561224491,0
1362,194700,120,RL,61.0,7577,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,256.0,Gd,TA,PConc,Gd,TA,Av,ALQ,20.0,Unf,0.0,1342.0,1362.0,GasA,Ex,Y,SBrkr,1362,0,0,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2005.0,RFn,2.0,460.0,TA,TA,Y,192,28,0,0,0,0,,,,0,6,2007,WD ,Normal,42.05921795212532,-93.64948587730068,0
1536,138400,50,RM,52.0,6240,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1930,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,448.0,Unf,0.0,480.0,928.0,GasA,TA,Y,FuseF,928,608,0,0.0,0.0,2,0,4,1,TA,7,Typ,1,Gd,Detchd,1930.0,Unf,2.0,480.0,TA,TA,Y,0,10,0,0,0,0,,MnPrv,,0,3,2010,WD ,Normal,42.03145560606061,-93.62152086868687,0
1728,207500,60,FV,64.0,8791,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Rec,503.0,Unf,0.0,361.0,864.0,GasA,Ex,Y,SBrkr,864,864,0,0.0,0.0,2,1,3,1,Gd,7,Typ,0,,Attchd,2003.0,RFn,2.0,673.0,TA,TA,Y,216,56,0,0,0,0,,,,0,5,2008,WD ,Normal,42.05089156910706,-93.63977789364256,0
2840,292500,60,RL,73.03354506490655,12511,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,1978,1978,Mansard,WdShake,Plywood,Plywood,BrkFace,168.0,Gd,TA,PConc,Gd,TA,No,ALQ,988.0,Unf,0.0,432.0,1420.0,GasA,Ex,Y,SBrkr,1420,1420,0,0.0,1.0,2,1,4,1,Gd,8,Min2,2,Gd,Attchd,1978.0,Fin,4.0,1314.0,TA,Gd,Y,0,16,0,0,208,0,,MnPrv,,0,12,2008,WD ,Normal,42.05145127272728,-93.63747845454546,0
1155,148000,85,RL,88.0,11782,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,7,1961,1995,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,899.0,Unf,0.0,210.0,1109.0,GasA,TA,Y,SBrkr,1155,0,0,1.0,0.0,1,0,3,1,Gd,6,Min2,0,,Detchd,1987.0,Unf,2.0,576.0,TA,TA,Y,192,0,0,0,0,0,,MnPrv,Shed,400,6,2010,WD ,Normal,42.03487773148428,-93.67371450855043,0
1707,184000,20,RL,80.0,11088,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1978,1998,Gable,CompShg,HdBoard,HdBoard,BrkFace,144.0,TA,TA,PConc,TA,TA,No,ALQ,832.0,Unf,0.0,308.0,1140.0,GasA,Gd,Y,SBrkr,1707,0,0,0.0,0.0,2,0,3,1,TA,7,Typ,1,TA,Attchd,1978.0,Fin,2.0,479.0,TA,TA,Y,0,0,0,0,0,0,,,,0,5,2009,WD ,Normal,42.052691714285714,-93.63730291836735,0
1513,137500,70,RM,51.0,6120,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,5,8,1920,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,Mn,Unf,0.0,Unf,0.0,939.0,939.0,GasA,Ex,Y,SBrkr,939,574,0,0.0,0.0,1,1,4,1,TA,8,Typ,0,,Detchd,1933.0,Unf,1.0,180.0,Fa,Fa,N,24,0,150,0,0,0,,,,0,5,2007,WD ,Normal,42.03237266666667,-93.62154388888891,0
792,109500,30,RL,52.0,9022,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,8,1924,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,768.0,768.0,GasA,Ex,Y,SBrkr,792,0,0,0.0,0.0,1,0,2,1,Gd,5,Typ,0,,Detchd,1924.0,Unf,1.0,240.0,Fa,Fa,N,316,0,120,0,0,0,,,,0,5,2009,WD ,Normal,42.036077591836744,-93.61408379591835,0
1948,211000,60,RL,63.0,7875,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,847.0,847.0,GasA,Ex,Y,SBrkr,847,1101,0,0.0,0.0,2,1,4,1,Gd,8,Typ,1,Gd,BuiltIn,2003.0,Fin,2.0,434.0,TA,TA,Y,0,48,0,0,0,0,,,,0,7,2007,WD ,Normal,42.060090140837374,-93.64027299918295,0
1527,152500,60,RL,78.0,11419,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,2Story,7,7,1948,1999,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,699.0,Unf,0.0,0.0,699.0,GasA,Ex,Y,FuseA,801,726,0,1.0,0.0,1,1,3,1,TA,6,Typ,1,Gd,Attchd,1948.0,Unf,2.0,410.0,TA,TA,Y,0,0,134,0,0,0,,GdWo,,0,12,2009,WD ,Normal,42.03618591434913,-93.6202950819765,0
1419,184100,80,RL,65.3297744403301,7750,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,353.0,Unf,0.0,55.0,408.0,GasA,Ex,Y,SBrkr,779,640,0,1.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,BuiltIn,2002.0,Fin,2.0,527.0,TA,TA,Y,120,0,0,0,0,0,,,,0,3,2009,WD ,Normal,42.060250056474366,-93.64142675603722,0
1497,157000,50,RM,50.0,6000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1937,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,TA,TA,No,Rec,201.0,LwQ,162.0,462.0,825.0,GasA,Ex,Y,SBrkr,825,672,0,0.0,0.0,2,0,3,1,TA,5,Typ,0,,Detchd,2004.0,Unf,1.0,672.0,TA,TA,Y,272,0,0,0,0,0,,GdPrv,,0,5,2008,WD ,Normal,42.029367772535345,-93.651464136116,1
1437,218000,20,RL,90.0,10768,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Veenker,Norm,Norm,1Fam,1Story,5,8,1976,2004,Gable,CompShg,Plywood,Plywood,None,0.0,Gd,Gd,CBlock,Gd,TA,Gd,ALQ,1157.0,Unf,0.0,280.0,1437.0,GasA,TA,Y,SBrkr,1437,0,0,1.0,0.0,2,0,3,1,Gd,6,Typ,1,Fa,Attchd,1976.0,RFn,2.0,528.0,TA,TA,Y,0,21,0,0,180,0,,,,0,7,2007,WD ,Normal,42.04298891836734,-93.64575671428571,0
1005,115000,20,RL,60.0,10434,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1955,1955,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1005.0,1005.0,GasA,TA,Y,SBrkr,1005,0,0,0.0,0.0,1,0,2,1,Fa,5,Typ,1,TA,Detchd,1977.0,Unf,2.0,672.0,Fa,Fa,Y,0,0,0,0,0,0,,,,0,11,2009,WD ,Normal,42.03849757142857,-93.61243712244898,0
1668,232000,20,RL,48.0,10635,Pave,,IR2,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,171.0,Gd,TA,PConc,Gd,TA,Av,BLQ,370.0,GLQ,972.0,315.0,1657.0,GasA,Ex,Y,SBrkr,1668,0,0,1.0,0.0,2,0,3,1,Gd,8,Typ,1,TA,Attchd,2003.0,Fin,2.0,502.0,TA,TA,Y,0,262,0,0,0,0,,,,0,5,2010,WD ,Normal,42.014143408163264,-93.68706444897958,0
1368,120000,20,RL,70.0,11767,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1950,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Fa,TA,Mn,Rec,1078.0,Unf,0.0,0.0,1078.0,GasA,TA,Y,FuseA,1368,0,0,1.0,0.0,1,0,3,1,TA,6,Min1,0,,Attchd,1950.0,RFn,1.0,195.0,TA,TA,Y,0,41,211,0,0,0,,,Shed,900,6,2009,WD ,Normal,42.020426961171594,-93.66464522571768,0
1803,155000,20,RL,88.0,13125,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,4,1957,2000,Gable,CompShg,Wd Sdng,Wd Sdng,BrkCmn,67.0,TA,TA,CBlock,TA,TA,No,Rec,168.0,BLQ,682.0,284.0,1134.0,GasA,Ex,Y,SBrkr,1803,0,0,1.0,0.0,2,0,3,1,TA,8,Maj1,1,TA,Attchd,1957.0,RFn,2.0,484.0,TA,TA,Y,0,0,0,0,0,0,,GdPrv,,0,1,2006,WD ,Normal,42.03253748979592,-93.66554281632652,0
922,116000,20,RL,72.0,9770,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,512.0,Unf,0.0,410.0,922.0,GasA,TA,Y,FuseA,922,0,0,1.0,0.0,1,0,2,1,TA,5,Typ,0,,Attchd,1957.0,Unf,1.0,308.0,TA,TA,Y,0,34,0,0,0,0,,GdWo,,0,4,2007,WD ,Normal,42.04305854270129,-93.6127537651229,0
1096,157500,80,RL,80.0,13014,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,5,1978,1978,Gable,CompShg,HdBoard,Plywood,BrkFace,39.0,TA,TA,CBlock,TA,TA,Av,ALQ,528.0,Unf,0.0,480.0,1008.0,GasA,TA,Y,SBrkr,1096,0,0,1.0,0.0,1,0,3,1,TA,6,Typ,1,Fa,Attchd,1978.0,Unf,2.0,484.0,TA,TA,Y,168,0,0,0,0,0,,,,0,12,2008,WD ,Normal,42.03237534962453,-93.67249476058399,0
2327,240000,60,RL,41.0,10905,Pave,,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1129.0,1129.0,GasA,Ex,Y,SBrkr,1129,1198,0,0.0,0.0,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2003.0,RFn,2.0,596.0,TA,TA,Y,0,57,0,0,0,0,,,,0,8,2008,WD ,Normal,42.015997999999996,-93.687873,0
1426,189950,50,RL,55.0,7642,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,8,1918,1998,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,912.0,912.0,GasA,Gd,Y,SBrkr,912,514,0,0.0,0.0,1,1,3,1,Gd,7,Typ,1,Gd,Detchd,1925.0,Unf,1.0,216.0,TA,TA,Y,0,240,0,0,0,0,,GdPrv,,0,6,2007,WD ,Normal,42.016264,-93.644405,0
1694,136500,50,RL,60.0,8400,Pave,,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Rec,423.0,Unf,0.0,758.0,1181.0,GasA,Fa,Y,SBrkr,1390,304,0,0.0,0.0,2,0,4,1,TA,7,Typ,1,Gd,Detchd,1925.0,Unf,2.0,576.0,TA,TA,Y,342,0,128,0,0,0,,,,0,6,2008,WD ,Normal,42.01733036556407,-93.651822,0
2432,159000,90,RL,70.0,7700,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,2Story,5,2,1985,1986,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Po,PConc,TA,TA,No,Unf,0.0,Unf,0.0,1216.0,1216.0,GasA,Gd,Y,SBrkr,1216,1216,0,0.0,0.0,4,2,4,2,TA,10,Typ,0,,Attchd,1985.0,Unf,2.0,616.0,TA,Fa,Y,200,0,0,0,0,0,,,Shed,600,2,2010,WD ,Normal,42.029367772535345,-93.651464136116,1
1792,133000,90,RL,60.0,9000,Pave,,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,Duplex,2Story,5,5,1974,1974,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,Mn,Unf,0.0,Unf,0.0,896.0,896.0,GasA,TA,Y,SBrkr,896,896,0,0.0,0.0,2,2,4,2,TA,8,Typ,0,,Detchd,1982.0,Unf,2.0,480.0,TA,TA,Y,0,45,0,0,0,0,,,,0,6,2008,WD ,Normal,42.05653622292416,-93.6262780908437,0
1107,127000,20,RL,70.0,8050,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1967,1993,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,474.0,BLQ,38.0,437.0,949.0,GasA,TA,Y,SBrkr,1107,0,0,1.0,0.0,1,0,3,1,Gd,5,Typ,0,,Attchd,1967.0,RFn,1.0,308.0,TA,TA,Y,88,64,0,0,0,0,,,,0,3,2007,WD ,Normal,42.04797712829743,-93.62906842068895,0
